"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"DI9_3","SMD_0805_LED2012X100N","213mm","20mm","213mm","20mm","213mm","18.95mm","T","90.00","(OPT)Yellow SML210YT ROHM"
"DI9_2","SMD_0805_LED2012X100N","230mm","213mm","230mm","213mm","231.05mm","213mm","T","180.00","(OPT)Yellow SML210YT ROHM"
"DI9_1","SMD_0805_LED2012X100N","37mm","230mm","37mm","230mm","37mm","231.05mm","T","270.00","(OPT)Yellow SML210YT ROHM"
"DI8_4","SMD_0805_LED2012X100N","20mm","49mm","20mm","49mm","18.95mm","49mm","T","360.00","Orange 	SML210DT ROHM"
"DI8_3","SMD_0805_LED2012X100N","201mm","20mm","201mm","20mm","201mm","18.95mm","T","90.00","Orange 	SML210DT ROHM"
"DI8_2","SMD_0805_LED2012X100N","230mm","201mm","230mm","201mm","231.05mm","201mm","T","180.00","Orange 	SML210DT ROHM"
"DI8_1","SMD_0805_LED2012X100N","49mm","230mm","49mm","230mm","49mm","231.05mm","T","270.00","Orange 	SML210DT ROHM"
"DI7_4","SMD_0805_LED2012X100N","20mm","53mm","20mm","53mm","18.95mm","53mm","T","360.00","(OPT)Yellow SML210YT ROHM"
"DI7_3","SMD_0805_LED2012X100N","197mm","20mm","197mm","20mm","197mm","18.95mm","T","90.00","(OPT)Yellow SML210YT ROHM"
"DI7_2","SMD_0805_LED2012X100N","230mm","197mm","230mm","197mm","231.05mm","197mm","T","180.00","(OPT)Yellow SML210YT ROHM"
"DI7_1","SMD_0805_LED2012X100N","53mm","230mm","53mm","230mm","53mm","231.05mm","T","270.00","(OPT)Yellow SML210YT ROHM"
"DI6_4","SMD_0805_LED2012X100N","20mm","41mm","20mm","41mm","18.95mm","41mm","T","360.00","(OPT)Green 	SML210MT ROHM"
"DI6_3","SMD_0805_LED2012X100N","209mm","20mm","209mm","20mm","209mm","18.95mm","T","90.00","(OPT)Green 	SML210MT ROHM"
"DI6_2","SMD_0805_LED2012X100N","230mm","209mm","230mm","209mm","231.05mm","209mm","T","180.00","(OPT)Green 	SML210MT ROHM"
"DI6_1","SMD_0805_LED2012X100N","41mm","230mm","41mm","230mm","41mm","231.05mm","T","270.00","(OPT)Green 	SML210MT ROHM"
"DI5_4","SMD_0805_LED2012X100N","20mm","45mm","20mm","45mm","18.95mm","45mm","T","360.00","(OPT)Red SML210VT ROHM"
"DI5_3","SMD_0805_LED2012X100N","205mm","20mm","205mm","20mm","205mm","18.95mm","T","90.00","(OPT)Red SML210VT ROHM"
"DI5_2","SMD_0805_LED2012X100N","230mm","205mm","230mm","205mm","231.05mm","205mm","T","180.00","(OPT)Red SML210VT ROHM"
"DI5_1","SMD_0805_LED2012X100N","45mm","230mm","45mm","230mm","45mm","231.05mm","T","270.00","(OPT)Red SML210VT ROHM"
"DI4_4","SMD_0805_LED2012X100N","20mm","35mm","20mm","35mm","18.95mm","35mm","T","360.00","(OPT)Orange 	SML210DT ROHM"
"DI4_3","SMD_0805_LED2012X100N","215mm","20mm","215mm","20mm","215mm","18.95mm","T","90.00","(OPT)Orange 	SML210DT ROHM"
"DI4_2","SMD_0805_LED2012X100N","230mm","215mm","230mm","215mm","231.05mm","215mm","T","180.00","(OPT)Orange 	SML210DT ROHM"
"DI4_1","SMD_0805_LED2012X100N","35mm","230mm","35mm","230mm","35mm","231.05mm","T","270.00","(OPT)Orange 	SML210DT ROHM"
"DI3_4","SMD_0805_LED2012X100N","20mm","47mm","20mm","47mm","18.95mm","47mm","T","360.00","Yellow SML210YT ROHM"
"DI3_3","SMD_0805_LED2012X100N","203mm","20mm","203mm","20mm","203mm","18.95mm","T","90.00","Yellow SML210YT ROHM"
"DI3_2","SMD_0805_LED2012X100N","230mm","203mm","230mm","203mm","231.05mm","203mm","T","180.00","Yellow SML210YT ROHM"
"DI3_1","SMD_0805_LED2012X100N","47mm","230mm","47mm","230mm","47mm","231.05mm","T","270.00","Yellow SML210YT ROHM"
"DI2_4","SMD_0805_LED2012X100N","20mm","51mm","20mm","51mm","18.95mm","51mm","T","360.00","Green 	SML210MT ROHM"
"DI2_3","SMD_0805_LED2012X100N","199mm","20mm","199mm","20mm","199mm","18.95mm","T","90.00","Green 	SML210MT ROHM"
"DI2_2","SMD_0805_LED2012X100N","230mm","199mm","230mm","199mm","231.05mm","199mm","T","180.00","Green 	SML210MT ROHM"
"DI2_1","SMD_0805_LED2012X100N","51mm","230mm","51mm","230mm","51mm","231.05mm","T","270.00","Green 	SML210MT ROHM"
"DI1_4","SMD_0805_LED2012X100N","20mm","43mm","20mm","43mm","18.95mm","43mm","T","360.00","Red SML210VT ROHM"
"DI1_3","SMD_0805_LED2012X100N","207mm","20mm","207mm","20mm","207mm","18.95mm","T","90.00","Red SML210VT ROHM"
"DI1_2","SMD_0805_LED2012X100N","230mm","207mm","230mm","207mm","231.05mm","207mm","T","180.00","Red SML210VT ROHM"
"DI1_1","SMD_0805_LED2012X100N","43mm","230mm","43mm","230mm","43mm","231.05mm","T","270.00","Red SML210VT ROHM"
"J10","PTH_CON_PCI-E","103.8mm","87.75mm","103.8mm","87.75mm","99.6mm","90.5mm","B","360.00","WURTH 649 006 295 22"
"J9","PTH_CON_PCI-E","125mm","84.2mm","125mm","84.2mm","120.8mm","86.95mm","B","360.00","WURTH 649 006 295 22"
"D12","SMD_DO214AC_SMC","135.6mm","78mm","135.6mm","78mm","135.6mm","81.4mm","T","270.00","SMCJ12A"
"D11","SMD_DO214AC_SMC","114.4mm","88mm","114.4mm","88mm","114.4mm","84.6mm","T","90.00","SMCJ12A"
"D6","SMD_DO214AC_SMC","135.6mm","88mm","135.6mm","88mm","135.6mm","84.6mm","T","90.00","SMCJ12A"
"R1","SMD_0603_RESC1608X55N","126.75mm","156.1mm","126.75mm","156.1mm","126.75mm","156.9mm","T","270.00","10k"
"R2","SMD_0603_RESC1608X55N","125.25mm","156.1mm","125.25mm","156.1mm","125.25mm","156.9mm","T","270.00","10k"
"R3","SMD_0603_RESC1608X55N","134.5mm","161mm","134.5mm","161mm","135.3mm","161mm","T","180.00","10k"
"R4","SMD_0603_RESC1608X55N","134.5mm","162.5mm","134.5mm","162.5mm","135.3mm","162.5mm","T","180.00","10k"
"C8P_3","SMD_1210_CAPC3225X279N","141.25mm","135.3501mm","141.25mm","135.3501mm","141.25mm","136.8501mm","T","270.00","220uF"
"C8P_2","SMD_1210_CAPC3225X279N","141.25mm","119.4501mm","141.25mm","119.4501mm","141.25mm","120.9501mm","T","270.00","220uF"
"C8P_1","SMD_1210_CAPC3225X279N","141.25mm","103.4501mm","141.25mm","103.4501mm","141.25mm","104.9501mm","T","270.00","220uF"
"Y1","SMD_HC49_XTAL1140X480X420N","115mm","165mm","115mm","165mm","115mm","169.65mm","T","270.00","Q4.000 MHz HC-49SM SMD"
"J4","PTH_CON_PCI-E","146.2mm","87.95mm","146.2mm","87.95mm","142mm","90.7mm","B","360.00","WURTH 649 006 295 22"
"U7","SMD_SOIC127P602X173-8N","161.795mm","184.5mm","161.795mm","184.5mm","159.89mm","181.7mm","T","90.00","BD33KA5WF"
"U6","SMD_SOIC127P602X173-8N","171.5mm","184.5501mm","171.5mm","184.5501mm","169.595mm","181.7501mm","T","90.00","BD18KA5WF"
"U5","SMD_TO229P991X239-4AN_DPAK","164.9605mm","202.6751mm","164.9605mm","203.5751mm","162.6705mm","199.4251mm","T","90.00","L78M05CDT-TR"
"U1P_3","SMD_DFN16166SON50P161X161X60-9N_-_LTC4449","138mm","134.9001mm","138mm","134.9001mm","137.325mm","133.5001mm","T","90.00","LTC 4449"
"U1P_2","SMD_DFN16166SON50P161X161X60-9N_-_LTC4449","138mm","119.0001mm","138mm","119.0001mm","137.325mm","117.6001mm","T","90.00","LTC 4449"
"U1P_1","SMD_DFN16166SON50P161X161X60-9N_-_LTC4449","137.9998mm","103.0001mm","137.9998mm","103.0001mm","137.3248mm","101.6001mm","T","90.00","LTC 4449"
"R29","SMD_0603_RESC1608X55N","167.8118mm","181.175mm","167.8118mm","181.175mm","167.8118mm","180.375mm","T","90.00","47"
"R28","SMD_1206_RESC3216X180N","159.4mm","192mm","159.4mm","192mm","159.4mm","193.5mm","T","270.00","100"
"R27","SMD_0603_RESC1608X55N","167.0618mm","187.5mm","167.0618mm","187.5mm","166.2618mm","187.5mm","T","360.00","0"
"R26","SMD_1206_RESC3216X180N","167.4999mm","192.0001mm","167.4999mm","192.0001mm","167.4999mm","193.5001mm","T","270.00","2"
"R23","SMD_0603_RESC1608X55N","116.5mm","174mm","116.5mm","174mm","116.5mm","174.8mm","T","270.00","10k"
"Q3P_3","SMD_SON127P615X520X100-8N","146.5mm","129.3501mm","146.5mm","129.3501mm","148.405mm","132.1001mm","T","270.00","AP1RA03GMT-3"
